Date,Open,High,Low,Close,Adj Close,Volume
2005-05-01,55.349998,57.200001,55.349998,56.259998,36.132572,72623200
2005-06-01,56.150002,57.040001,53.750000,53.930000,34.636150,75586800
2005-07-01,53.000000,55.790001,52.070000,54.529999,35.185165,90193400
2005-08-01,53.950001,55.630001,53.750000,54.849998,35.391632,72312000
2005-09-01,54.700001,57.029999,53.549999,56.709999,36.591789,84044500
2005-10-01,56.709999,59.389999,56.360001,59.080002,38.301456,94761300
2005-11-01,59.000000,60.099998,57.720001,59.200001,38.379242,76990500
2005-12-01,59.849998,60.340000,58.689999,59.080002,38.301456,63374000
2006-01-01,59.919998,59.970001,56.000000,57.180000,37.231815,75013300
2006-02-01,56.810001,59.900002,56.529999,59.110001,38.488495,77367000
2006-03-01,59.040001,60.549999,57.740002,57.790001,37.629005,85047900
2006-04-01,58.240002,58.650002,56.509998,58.240002,38.087730,80296400
2006-05-01,58.250000,60.770000,57.689999,60.459999,39.539543,97511700
2006-06-01,60.369999,61.189999,58.549999,60.040001,39.264889,91102800
2006-07-01,60.599998,63.980000,60.070000,63.380001,41.655659,88449100
2006-08-01,63.200001,65.989998,62.310001,65.279999,42.904404,83440900
2006-09-01,65.720001,65.989998,64.050003,65.260002,42.891270,74542900
2006-10-01,65.190002,65.300003,61.950001,63.439999,41.887821,111181400
2006-11-01,63.369999,63.750000,61.150002,61.970001,40.917236,101197600
2006-12-01,62.000000,64.169998,61.459999,62.549999,41.300182,79281000
2007-01-01,62.700001,65.540001,62.290001,65.239998,43.278648,102136600
2007-02-01,65.000000,65.389999,62.500000,63.150002,41.892208,106813600
2007-03-01,62.750000,64.330002,61.889999,63.560001,42.164188,123661100
2007-04-01,63.150002,67.400002,62.869999,66.089996,44.051430,120272600
2007-05-01,66.150002,69.639999,65.970001,68.330002,45.544491,114092200
2007-06-01,68.650002,68.959999,64.250000,64.849998,43.224915,121884200
2007-07-01,65.379997,68.959999,64.250000,65.620003,43.982059,168929100
2007-08-01,65.110001,70.250000,65.099998,68.029999,45.597385,142197300
2007-09-01,68.339996,73.290001,66.629997,73.260002,49.102814,111300400
2007-10-01,73.540001,74.320000,69.980003,73.720001,49.682686,129902300
2007-11-01,73.489998,77.410004,72.000000,77.180000,52.014488,125057600
2007-12-01,77.510002,79.000000,75.620003,75.900002,51.151859,95676900
2008-01-01,76.410004,79.790001,66.300003,68.050003,46.086937,181747100
2008-02-01,68.339996,72.750000,66.320000,69.559998,47.109566,137175100
2008-03-01,69.550003,72.349998,67.949997,72.199997,48.897518,122879100
2008-04-01,71.889999,72.169998,67.209999,68.529999,46.661839,134345300
2008-05-01,68.459999,69.820000,66.809998,68.300003,46.505238,125378800
2008-06-01,68.110001,68.269997,63.310001,63.590000,43.298206,169473600
2008-07-01,63.279999,68.019997,63.279999,66.559998,45.609562,167346700
2008-08-01,66.820000,70.830002,66.360001,68.480003,46.925236,120167900
2008-09-01,68.889999,75.250000,68.139999,71.269997,48.837063,189218100
2008-10-01,70.660004,72.239998,50.410000,57.009998,39.306026,317682300
2008-11-01,56.970001,59.230000,49.740002,56.700001,39.092297,186465600
2008-12-01,55.560001,56.400002,51.009998,54.770000,37.761642,155720500
2009-01-01,54.930000,56.930000,43.779999,50.230000,34.903942,154769000
2009-02-01,49.759998,53.639999,48.139999,48.139999,33.451622,156466600
2009-03-01,47.310001,53.200001,45.389999,51.480000,35.772541,197319200
2009-04-01,51.009998,56.950001,47.500000,49.759998,34.883194,201127300
2009-05-01,49.759998,52.500000,48.820000,52.049999,36.488567,185319100
2009-06-01,52.270000,55.730000,52.110001,54.959999,38.528557,179646500
2009-07-01,55.119999,57.700001,54.299999,56.750000,40.109383,165687700
2009-08-01,56.980000,59.639999,55.860001,56.669998,40.052830,167443500
2009-09-01,56.599998,60.000000,55.689999,58.660000,41.459305,165865300
2009-10-01,58.700001,62.750000,58.270000,60.549999,43.140236,176616900
2009-11-01,60.790001,63.270000,59.619999,62.220001,44.330063,109470500
2009-12-01,62.680000,64.480003,58.770000,60.799999,43.318356,162542300
2010-01-01,61.189999,62.919998,59.119999,59.619999,42.779045,142469300
2010-02-01,59.930000,62.919998,58.750000,62.470001,44.823986,148204600
2010-03-01,62.650002,67.000000,62.470001,66.160004,47.471668,172788600
2010-04-01,66.320000,66.680000,63.599998,65.220001,47.129623,148257700
2010-05-01,65.279999,67.610001,61.040001,62.889999,45.445904,193736600
2010-06-01,62.660000,64.790001,60.500000,60.950001,44.044014,172677100
2010-07-01,61.130001,65.790001,60.320000,64.910004,47.267105,141030200
2010-08-01,65.470001,66.830002,63.180000,64.180000,46.735531,113423100
2010-09-01,64.519997,67.309998,64.519997,66.440002,48.381256,114594000
2010-10-01,66.760002,68.110001,63.779999,65.300003,47.909416,156983100
2010-11-01,65.489998,66.099998,63.430000,64.629997,47.417847,131219500
2010-12-01,64.790001,66.510002,64.279999,65.330002,47.931435,119167100
2011-01-01,65.910004,67.459999,64.089996,64.309998,47.536121,135788100
